layer_c_id,layer_name,duration_ms
0,input_Transpose,0.12125833332538605
1,input_Sub,0.08820000290870667
2,conv1,0.6581000089645386
3,maxp,0.14087499678134918
4,bn1,0.03060833364725113
5,relu1,0.025733333081007004
6,conv0,1.684058427810669
7,conv2,1.6856250762939453
8,addition_layer,0.04417499899864197
9,relu4,0.05431666597723961
10,flatten_fc_Reshape_to_chlast,0.3059583306312561
11,fc_MatMul,0.14705833792686462
12,softmax,0.012808333151042461
