layer_c_id,layer_name,duration_ms
0,input_Transpose,0.12177500128746033
1,conv1,1.4501333236694336
2,relu1,0.01769999973475933
3,conv0,1.2941749095916748
4,conv2,1.2939833402633667
5,addition_layer,0.02866666577756405
6,relu4,0.033016666769981384
7,flatten_fc_Reshape_to_chlast,0.20658333599567413
8,fc_MatMul,0.08853333443403244
9,softmax,0.01275833323597908
