layer_c_id,layer_name,duration_ms
0,input_Transpose,0.12120833247900009
1,input_Sub,0.08808333426713943
2,conv1,0.6585249900817871
3,maxp,0.14110000431537628
4,bn1,0.03059166669845581
5,relu1,0.02563333325088024
6,conv0,2.0553667545318604
7,conv2,2.0583415031433105
8,addition_layer,0.05198333412408829
9,relu4,0.06565000116825104
10,flatten_fc_Reshape_to_chlast,0.39588332176208496
11,fc_MatMul,0.17727500200271606
12,softmax,0.012441666796803474
