layer_c_id,layer_name,duration_ms
0,input_Transpose,0.12120833247900009
1,input_Sub,0.08808333426713943
2,conv1,1.4508333206176758
3,relu1,0.01769999973475933
4,conv0,1.34743332862854
5,conv2,1.3474082946777344
6,addition_layer,0.028599999845027924
7,relu4,0.03263333439826965
8,flatten_fc_Reshape_to_chlast,0.20610833168029785
9,fc_MatMul,0.08844999969005585
10,softmax,0.012783333659172058
